iccs,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Sweden,2020,0.88
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Sweden,2021,1.07
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Sweden,2022,1.17
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2016,0.38
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2017,0.29
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2018,0.48
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2019,0.58
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2020,0.48
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2021,0.38
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovenia,2022,0.38
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2014,1.19
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2015,1.08
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2016,1.12
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2017,1.01
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2018,1.15
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2019,1.25
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2020,1.18
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Slovakia,2021,1.4
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2009,0.13
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2010,0.33
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2011,0.34
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2012,0.46
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2013,2.83
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2014,2.81
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2015,2.87
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2016,2.91
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2018,2.95
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2019,2.94
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2020,3.07
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2021,3.31
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Türkiye,2022,3.59
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2008,0.66
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2009,0.76
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2010,0.75
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2011,0.74
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2012,0.81
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2013,0.89
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2014,0.88
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2015,0.89
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2016,0.95
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2017,0.95
Intentional homicide,Annual,F,Per hundred thousand inhabitants,England and Wales,2018,0.93
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,1.08
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,1.41
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,1.63
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,1.98
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,2.05
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,2.04
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,2.04
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,0.66
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,0.65
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,0.76
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,0.86
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,1.18
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,1.18
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,1.17
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,0.74
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2009,1.11
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2010,1.46
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2011,2.25
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2018,1.65
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2019,0.88
Intentional homicide,Annual,F,Per hundred thousand inhabitants,Kosovo*,2020,1.1
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2008,68.43
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2009,77.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2011,76.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2014,72.6
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2015,26.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2016,21.97
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2017,29.31
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2018,28.36
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2019,27.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2020,28.93
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2021,28.65
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Albania,2022,29.78
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2008,12.32
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2009,11.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2010,12.03
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2011,12.31
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2012,12.3
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2013,11.54
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2014,11.02
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2015,10.73
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2016,11.28
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2017,10.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2018,7.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2019,7.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2020,8.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2021,8.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Austria,2022,7.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Belgium,2008,15.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Belgium,2009,14.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Belgium,2010,15.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Belgium,2011,14.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Belgium,2012,15.17
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2008,28.03
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2009,27.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2010,25.6
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2011,26.08
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2012,26.47
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2013,25.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2014,24.43
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2015,22.04
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2016,22.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2017,23.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2018,23.17
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2019,23.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2020,23.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2021,21.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Bulgaria,2022,23.5
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2008,11.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2009,12.12
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2010,11.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2011,11.76
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2012,11.78
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2013,11.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2014,11.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2015,12.22
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2016,12.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2017,12.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2018,12.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2019,13.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2020,13.89
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2021,12.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Switzerland,2022,11.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2009,4.36
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2010,4.5
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2011,4.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2012,4.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2013,3.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Cyprus,2022,13.38
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2011,22.36
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2012,19.79
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2013,20.56
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2014,20.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2015,14.87
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2016,20.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2017,19.79
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2018,18.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2019,17.71
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2020,17.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2021,16.66
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Czechia,2022,17.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2013,9.0
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2014,8.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2015,8.32
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2016,7.87
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2017,7.75
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2018,7.78
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2019,7.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2020,7.73
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2021,7.65
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Germany,2022,7.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2008,5.9
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2009,6.08
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2010,6.45
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2011,7.0
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2012,6.47
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2013,6.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2014,6.45
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2015,6.65
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2016,6.41
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2017,5.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2018,6.01
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2019,5.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2020,6.08
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2021,6.27
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Denmark,2022,5.34
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2010,79.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2011,81.49
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2013,78.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2015,66.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2016,60.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2017,55.22
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2018,50.56
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2019,46.35
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2020,43.54
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2021,42.16
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Estonia,2022,39.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2008,13.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2009,10.39
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2010,11.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2011,12.47
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2012,14.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2013,14.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2014,15.32
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2015,14.37
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2016,15.06
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2017,15.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2018,15.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2019,15.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2020,14.82
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2021,12.49
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Greece,2022,14.16
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2008,12.49
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2009,13.43
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2010,13.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2011,13.18
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2012,15.55
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2013,15.89
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2014,15.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2015,15.97
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2016,15.8
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2017,15.32
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2018,15.98
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2019,14.24
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2020,13.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2021,13.6
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Spain,2022,13.9
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2008,20.1
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2009,20.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2010,20.61
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2011,20.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2012,20.43
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2013,20.89
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2014,20.44
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2015,20.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2016,17.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2017,16.85
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2018,15.96
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2019,15.75
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2020,15.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2021,16.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Finland,2022,15.49
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2008,10.66
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2009,10.37
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2010,10.09
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2011,10.02
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2012,10.02
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2013,11.85
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2014,11.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2015,8.97
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2016,14.35
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2017,20.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2018,21.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2019,22.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2020,13.26
Intentional homicide,Annual,M,Per hundred thousand inhabitants,France,2021,13.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2008,20.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2009,20.66
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2010,19.81
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2012,18.47
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2013,18.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2014,18.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2015,15.84
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2018,15.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2019,14.65
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2020,13.85
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2021,14.86
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Croatia,2022,16.65
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2013,28.24
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2014,29.38
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2015,26.96
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2017,32.73
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2018,4.86
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2019,9.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2020,13.44
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2021,16.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Hungary,2022,20.5
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Ireland,2013,17.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Iceland,2013,11.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Iceland,2017,3.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Iceland,2018,3.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2008,19.06
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2009,19.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2010,20.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2011,20.58
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2012,20.94
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2013,32.34
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2014,30.88
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2015,30.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2016,29.86
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2017,30.27
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2018,30.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2019,30.69
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2020,29.4
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2021,29.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Italy,2022,29.54
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Liechtenstein,2013,5.48
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Liechtenstein,2014,5.43
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Liechtenstein,2015,0.0
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Liechtenstein,2016,5.36
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2008,114.02
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2009,117.22
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2010,124.12
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2011,135.52
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2012,136.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2013,132.74
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2014,131.64
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2015,121.89
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2016,118.08
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2017,115.38
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2018,112.16
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2019,106.59
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2020,99.13
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2021,93.79
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Lithuania,2022,87.17
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2011,14.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2012,19.1
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2013,18.63
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2014,20.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2015,20.57
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2016,0.0
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Luxembourg,2017,15.84
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2013,72.96
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2014,70.99
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2015,65.41
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2016,64.25
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2017,63.53
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2018,62.83
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2019,57.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2020,31.33
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2021,55.07
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Latvia,2022,57.42
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2008,4.29
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2009,4.93
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2010,5.24
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2011,6.21
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2012,3.59
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2013,4.89
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2014,14.98
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2015,12.68
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2016,14.62
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2017,15.6
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2018,7.15
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2019,9.75
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2020,11.71
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2021,13.04
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Montenegro,2022,10.81
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2013,14.77
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2014,15.06
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2015,14.44
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2016,17.01
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2017,19.86
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2018,21.2
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2019,10.72
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2020,10.91
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2021,17.61
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Malta,2022,18.51
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2008,5.38
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2009,5.05
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2010,5.03
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2011,5.12
Intentional homicide,Annual,M,Per hundred thousand inhabitants,Norway,2012,5.24
