iccs,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2016,2.15
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2017,1.58
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2018,1.36
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2019,1.97
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2020,1.79
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2021,1.79
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2022,2.07
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2008,8.17
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2009,8.54
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2010,8.47
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2011,8.94
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2012,8.41
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2013,7.62
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2014,8.21
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2015,8.6
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2016,8.92
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2017,9.09
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2018,8.58
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2019,9.61
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2020,10.51
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2021,9.57
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2022,9.72
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2008,0.95
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2009,1.87
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2010,1.51
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2011,1.66
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2012,1.46
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2013,1.36
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2014,0.78
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2015,1.26
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2016,1.26
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2017,1.98
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2018,1.79
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2019,0.82
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2020,1.62
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2021,1.04
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2022,1.28
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2008,0.0
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2009,0.0
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2010,0.0
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2011,0.0
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2012,0.0
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2013,1.44
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2014,1.33
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2015,0.89
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2017,1.47
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,13.46
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,11.77
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,9.87
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,10.26
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,7.59
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,5.96
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,4.93
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,5.47
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,4.39
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,4.52
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2018,5.7
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,6.83
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,6.38
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,6.56
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,6.13
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,6.38
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,5.58
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,6.04
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,6.06
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,4.2
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,5.3
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,3.94
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2008,7.29
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2009,8.39
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2010,6.84
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2011,10.98
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2016,8.3
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2017,7.51
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2018,7.73
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2019,6.46
Attempted intentional homicide,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2020,6.45
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2008,11.45
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2009,11.9
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2011,5.97
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2014,4.55
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2015,5.84
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2016,4.08
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2017,4.35
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2018,4.7
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2019,5.52
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2020,5.34
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2021,5.76
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2022,5.48
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2008,47.48
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2009,48.27
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2010,43.18
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2011,46.53
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2012,47.93
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2013,39.36
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2014,37.97
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2015,40.31
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2016,43.6
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2017,41.32
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2018,42.06
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2019,43.29
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2020,39.87
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2021,40.41
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2022,48.16
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2008,38.35
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,13.14
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,16.97
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,16.1
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2008,715.43
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2009,722.26
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2010,717.33
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2011,716.12
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2012,651.76
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2013,624.87
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2014,629.75
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2015,555.13
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2016,556.84
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2017,552.89
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2018,565.92
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2019,569.66
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2020,486.94
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2021,516.5
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2022,560.21
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2008,42.78
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2009,41.81
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2010,40.93
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2011,33.41
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2012,32.89
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2013,33.91
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2014,34.96
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2015,34.99
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2016,34.53
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2017,39.58
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2018,35.72
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2019,39.54
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2020,38.22
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2021,39.88
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2022,45.78
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2008,117.11
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2009,6.8
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2010,6.25
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2011,6.18
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2012,7.5
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2013,7.07
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2014,7.48
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2015,7.48
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2016,6.88
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2017,6.96
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2018,6.9
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2019,7.46
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2020,7.79
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2021,7.52
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Switzerland,2022,8.73
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2008,21.51
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2009,27.48
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2010,21.12
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2011,19.53
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2012,17.17
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2013,15.24
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2014,15.62
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2015,16.88
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2016,17.09
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2017,16.85
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2018,15.27
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2019,20.09
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2020,15.32
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2021,19.98
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Cyprus,2022,19.56
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2008,52.18
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2009,45.62
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2010,45.75
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2011,50.2
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2012,49.88
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2013,51.14
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2014,49.46
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2015,49.62
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2016,47.85
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2017,45.06
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2018,46.81
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2019,43.98
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2020,36.39
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2021,34.58
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Czechia,2022,39.66
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2008,630.64
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2009,182.07
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2010,174.69
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2011,173.38
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2012,169.4
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2013,158.8
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2014,155.7
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2015,156.9
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2016,170.41
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2017,166.09
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2018,165.14
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2019,160.31
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2020,156.86
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2021,147.12
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Germany,2022,173.8
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2008,30.37
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2009,29.08
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2010,31.67
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2011,30.5
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2012,29.69
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2013,26.83
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2014,27.24
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2015,25.8
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2016,30.36
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2017,33.12
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2018,32.12
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2019,33.9
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2020,32.13
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2021,32.26
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Denmark,2022,36.74
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2008,10.46
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2009,7.94
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2010,7.73
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2011,7.82
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2012,7.47
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2013,7.5
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2014,5.85
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2015,7.45
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2016,7.07
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2017,5.78
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2018,6.82
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2019,5.89
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2020,5.79
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2021,5.56
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Estonia,2022,4.36
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2008,3.89
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2009,4.3
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2010,9.9
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2011,12.81
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2012,15.26
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2013,14.63
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2014,13.35
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2015,14.96
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2016,14.05
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2017,14.02
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2018,14.77
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2019,14.97
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2020,11.99
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2021,11.11
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Greece,2022,12.74
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2008,159.41
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2009,174.98
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2010,53.94
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2011,39.19
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2012,37.06
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2013,35.74
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2014,36.07
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2015,62.55
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2016,37.32
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2017,38.87
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2018,39.2
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2019,42.73
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2020,33.81
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2021,42.73
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Spain,2022,55.75
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2008,42.03
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2009,39.11
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2010,36.89
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2011,37.86
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2012,34.36
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2013,33.0
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2014,30.18
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2015,28.56
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2016,29.01
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2017,28.73
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2018,29.18
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2019,28.71
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2020,31.74
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2021,30.05
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Finland,2022,31.11
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2008,293.62
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2009,342.07
Serious assault,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,France,2010,358.67
