STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,leg_stat,Legal status,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2008,,228.46,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2009,,248.60,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2010,,271.41,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2011,,217.48,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2012,,189.81,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2013,,176.55,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2014,,179.78,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2015,,172.41,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2016,,176.74,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2017,,174.59,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2018,,173.97,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2019,,165.98,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2020,,144.20,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2021,,150.30,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2022,,152.44,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2023,,155.88,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2013,,267.42,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2008,,136.58,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2009,,128.55,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2010,,126.99,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2011,,134.72,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2012,,134.91,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2013,,133.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2014,,122.76,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2015,,117.03,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2016,,106.12,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2017,,96.89,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2018,,106.37,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2008,,78.48,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2009,,80.97,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2010,,91.86,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2011,,89.89,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2012,,99.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2013,,131.63,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2014,,134.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2015,,105.97,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2016,,93.08,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2017,,101.84,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2018,,106.18,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2019,,102.96,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2020,,82.56,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2021,,84.14,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2022,,84.23,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2023,,84.66,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2016,,611.38,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2017,,703.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2018,,566.42,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2019,,555.09,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2020,,516.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2021,,518.28,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2022,,327.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2023,,358.75,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2008,,88.71,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2009,,102.38,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2010,,96.21,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2011,,92.13,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2012,,92.79,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2013,,88.49,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2014,,99.87,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2015,,108.38,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2016,,96.18,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2017,,99.86,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2018,,95.14,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2019,,80.48,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2020,,72.46,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2021,,67.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2022,,58.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2023,,44.62,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2010,,11.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2011,,20.40,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2012,,26.44,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2013,,23.88,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2014,,74.12,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2016,,97.94,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2017,,95.67,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2018,,81.37,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2019,,110.03,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2020,,107.53,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2021,,115.65,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2022,,84.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2023,,75.32,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2008,,65.98,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2009,,71.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2010,,67.29,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2011,,66.54,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2012,,61.58,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2013,,70.45,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2014,,110.77,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2017,,29.27,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2019,,41.18,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2020,,55.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2021,,67.14,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2022,,84.22,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2023,,63.17,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2014,,19.54,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2015,,8.67,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2016,,11.16,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2017,,13.12,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2018,,14.89,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2019,,0.83,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2020,,1.21,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2021,,2.82,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2022,,6.41,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2023,,3.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2008,,177.52,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2009,,175.87,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2010,,149.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2011,,142.74,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2012,,125.19,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2013,,136.47,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2014,,131.38,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2015,,136.11,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2016,,117.09,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2017,,115.96,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2018,,105.62,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2019,,99.68,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2020,,68.71,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2021,,70.50,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2022,,66.05,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2023,,68.37,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2008,,221.86,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2009,,211.70,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2010,,216.29,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2011,,210.52,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2012,,201.05,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2013,,412.90,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2014,,402.41,,,,,
dataflow,ESTAT:CRIM_JUST_SEX(1.0),Suspects and offenders by sex,A,Annual,PER_CNV,Convicted person,F,Females,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2015,,433.69,,,,,
